provider,arm,probe_type,event,probe_id,rep,delay_s,prefix_tokens_target,t_iso,cache_creation,cache_read,input_tokens,latency_ms,est_cost_usd,note
anthropic,anthropic-1h,ttl,read,anthropic-1h-d360-r1,1,360,4832,2026-07-06T17:01:23+00:00,0,4832,7,968.8,0.000490,d_act=359.9
anthropic,anthropic-5m,ttl,read,anthropic-5m-d285-r2,2,285,4832,2026-07-06T17:01:24+00:00,0,4833,7,721.9,0.000490,d_act=285.0
openai,openai-inmem,ttl,read,openai-inmem-d360-r1,1,360,4832,2026-07-06T17:01:24+00:00,0,4736,4844,429.2,0.001486,d_act=357.5
openai,openai-inmem,ttl,write,openai-inmem-d240-r5,5,240,4832,2026-07-06T17:01:24+00:00,0,0,4845,515.5,0.002907,model=gpt-4o-mini
openai,openai-24h,ttl,read,openai-24h-d285-r2,2,285,4832,2026-07-06T17:01:25+00:00,0,0,4843,582.8,0.002906,d_act=283.8
anthropic,anthropic-5m,ttl,write,anthropic-5m-d285-r5,5,285,4832,2026-07-06T17:01:27+00:00,4832,0,7,700.2,0.006047,model=claude-haiku-4-5-20251001
anthropic,anthropic-1h,ttl,read,anthropic-1h-d285-r2,2,285,4832,2026-07-06T17:01:28+00:00,0,4834,7,754.4,0.000490,d_act=284.7
openai,openai-24h,ttl,write,openai-24h-d285-r5,5,285,4832,2026-07-06T17:01:29+00:00,0,0,4842,813.2,0.002905,model=gpt-4o-mini
openai,openai-inmem,ttl,read,openai-inmem-d285-r2,2,285,4832,2026-07-06T17:01:29+00:00,0,4736,4842,634.3,0.001484,d_act=284.8
anthropic,anthropic-1h,ttl,write,anthropic-1h-d285-r5,5,285,4832,2026-07-06T17:01:31+00:00,4836,0,7,807.5,0.009679,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d285-r5,5,285,4832,2026-07-06T17:01:32+00:00,0,0,4843,631.0,0.002906,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,read,anthropic-5m-d30-r5,5,30,4832,2026-07-06T17:01:33+00:00,0,4834,7,706.0,0.000490,d_act=29.7
openai,openai-24h,ttl,read,openai-24h-d30-r5,5,30,4832,2026-07-06T17:01:34+00:00,0,4736,4843,625.4,0.001485,d_act=29.9
anthropic,anthropic-5m,ttl,write,anthropic-5m-d315-r5,5,315,4832,2026-07-06T17:01:34+00:00,4834,0,7,624.7,0.006050,model=claude-haiku-4-5-20251001
anthropic,anthropic-5m,ttl,read,anthropic-5m-d120-r4,4,120,4832,2026-07-06T17:01:35+00:00,0,4834,7,1604.5,0.000490,d_act=121.0
openai,openai-24h,ttl,read,openai-24h-d120-r4,4,120,4832,2026-07-06T17:01:37+00:00,0,4736,4842,745.0,0.001484,d_act=120.2
anthropic,anthropic-1h,ttl,read,anthropic-1h-d30-r5,5,30,4832,2026-07-06T17:01:37+00:00,0,4833,7,861.2,0.000490,d_act=30.2
openai,openai-24h,ttl,write,openai-24h-d315-r5,5,315,4832,2026-07-06T17:01:37+00:00,0,0,4846,1012.3,0.002908,model=gpt-4o-mini
openai,openai-inmem,ttl,read,openai-inmem-d30-r5,5,30,4832,2026-07-06T17:01:38+00:00,0,4736,4845,605.6,0.001486,d_act=29.9
anthropic,anthropic-1h,ttl,read,anthropic-1h-d120-r4,4,120,4832,2026-07-06T17:01:39+00:00,0,4835,7,1080.8,0.000491,d_act=120.3
openai,openai-inmem,ttl,read,openai-inmem-d120-r4,4,120,4832,2026-07-06T17:01:40+00:00,0,4736,4845,510.1,0.001486,d_act=119.9
openai,openai-inmem,ttl,write,openai-inmem-d315-r5,5,315,4832,2026-07-06T17:01:40+00:00,0,0,4842,564.3,0.002905,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d315-r5,5,315,4832,2026-07-06T17:01:43+00:00,4833,0,7,4756.2,0.009673,model=claude-haiku-4-5-20251001
anthropic,anthropic-5m,ttl,write,anthropic-5m-d360-r5,5,360,4832,2026-07-06T17:01:43+00:00,4834,0,7,1572.8,0.006050,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d360-r5,5,360,4832,2026-07-06T17:01:44+00:00,0,0,4843,550.4,0.002906,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d360-r5,5,360,4832,2026-07-06T17:01:47+00:00,4835,0,7,1010.3,0.009677,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d360-r5,5,360,4832,2026-07-06T17:01:48+00:00,0,0,4846,572.7,0.002908,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d480-r5,5,480,4832,2026-07-06T17:01:51+00:00,4832,0,7,769.4,0.006047,model=claude-haiku-4-5-20251001
anthropic,anthropic-5m,ttl,read,anthropic-5m-d480-r0,0,480,4832,2026-07-06T17:01:51+00:00,4834,0,7,1297.0,0.006050,d_act=480.4
openai,openai-24h,ttl,write,openai-24h-d480-r5,5,480,4832,2026-07-06T17:01:52+00:00,0,0,4844,662.6,0.002906,model=gpt-4o-mini
openai,openai-24h,ttl,read,openai-24h-d480-r0,0,480,4832,2026-07-06T17:01:53+00:00,0,0,4844,1177.3,0.002906,d_act=480.2
anthropic,anthropic-1h,ttl,read,anthropic-1h-d480-r0,0,480,4832,2026-07-06T17:01:55+00:00,0,4835,7,1116.1,0.000491,d_act=480.5
openai,openai-inmem,ttl,write,openai-inmem-d480-r5,5,480,4832,2026-07-06T17:01:56+00:00,0,0,4843,554.9,0.002906,model=gpt-4o-mini
openai,openai-inmem,ttl,read,openai-inmem-d480-r0,0,480,4832,2026-07-06T17:01:57+00:00,0,0,4845,809.3,0.002907,d_act=480.2
anthropic,anthropic-1h,ttl,write,anthropic-1h-d480-r5,5,480,4832,2026-07-06T17:01:57+00:00,4833,0,7,2869.8,0.009673,model=claude-haiku-4-5-20251001
anthropic,anthropic-5m,ttl,write,anthropic-5m-d720-r5,5,720,4832,2026-07-06T17:01:58+00:00,4833,0,7,605.2,0.006048,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d720-r5,5,720,4832,2026-07-06T17:02:02+00:00,0,0,4842,1828.6,0.002905,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,read,anthropic-5m-d315-r2,2,315,4832,2026-07-06T17:02:02+00:00,4833,0,7,924.1,0.006048,d_act=315.3
anthropic,anthropic-1h,ttl,write,anthropic-1h-d720-r5,5,720,4832,2026-07-06T17:02:03+00:00,4833,0,7,1076.7,0.009673,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,read,openai-24h-d315-r2,2,315,4832,2026-07-06T17:02:03+00:00,0,0,4843,534.6,0.002906,d_act=314.7
openai,openai-inmem,ttl,write,openai-inmem-d720-r5,5,720,4832,2026-07-06T17:02:04+00:00,0,0,4842,605.8,0.002905,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,read,anthropic-1h-d315-r2,2,315,4832,2026-07-06T17:02:06+00:00,0,4832,7,864.3,0.000490,d_act=315.1
anthropic,anthropic-5m,ttl,read,anthropic-5m-d240-r3,3,240,4832,2026-07-06T17:02:07+00:00,0,4831,7,710.1,0.000490,d_act=240.1
anthropic,anthropic-5m,ttl,write,anthropic-5m-d1200-r5,5,1200,4832,2026-07-06T17:02:07+00:00,4833,0,7,741.4,0.006048,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,read,openai-inmem-d315-r2,2,315,4832,2026-07-06T17:02:07+00:00,0,4736,4844,431.8,0.001486,d_act=314.5
openai,openai-24h,ttl,write,openai-24h-d1200-r5,5,1200,4832,2026-07-06T17:02:08+00:00,0,0,4845,615.4,0.002907,model=gpt-4o-mini
openai,openai-24h,ttl,read,openai-24h-d240-r3,3,240,4832,2026-07-06T17:02:08+00:00,0,0,4843,676.4,0.002906,d_act=240.1
anthropic,anthropic-1h,ttl,write,anthropic-1h-d1200-r5,5,1200,4832,2026-07-06T17:02:11+00:00,4834,0,7,717.8,0.009675,model=claude-haiku-4-5-20251001
anthropic,anthropic-1h,ttl,read,anthropic-1h-d240-r3,3,240,4832,2026-07-06T17:02:11+00:00,0,4832,7,854.8,0.000490,d_act=240.1
openai,openai-inmem,ttl,write,openai-inmem-d1200-r5,5,1200,4832,2026-07-06T17:02:12+00:00,0,0,4846,523.9,0.002908,model=gpt-4o-mini
openai,openai-inmem,ttl,read,openai-inmem-d240-r3,3,240,4832,2026-07-06T17:02:15+00:00,0,4736,4844,3177.1,0.001486,d_act=242.5
anthropic,anthropic-5m,ttl,write,anthropic-5m-d2400-r5,5,2400,4832,2026-07-06T17:02:16+00:00,4834,0,7,2265.9,0.006050,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d2400-r5,5,2400,4832,2026-07-06T17:02:17+00:00,0,0,4847,829.2,0.002908,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d2400-r5,5,2400,4832,2026-07-06T17:02:19+00:00,4834,0,7,755.3,0.009675,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d2400-r5,5,2400,4832,2026-07-06T17:02:21+00:00,0,0,4844,1501.6,0.002906,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d3600-r5,5,3600,4832,2026-07-06T17:02:23+00:00,4834,0,7,880.3,0.006050,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d3600-r5,5,3600,4832,2026-07-06T17:02:24+00:00,0,0,4842,571.0,0.002905,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d3600-r5,5,3600,4832,2026-07-06T17:02:26+00:00,4832,0,7,634.4,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d3600-r5,5,3600,4832,2026-07-06T17:02:29+00:00,0,0,4845,1549.3,0.002907,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,write,anthropic-5m-d7200-r5,5,7200,4832,2026-07-06T17:02:33+00:00,4834,0,7,2744.8,0.006050,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,write,openai-24h-d7200-r5,5,7200,4832,2026-07-06T17:02:34+00:00,0,0,4843,2048.9,0.002906,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,write,anthropic-1h-d7200-r5,5,7200,4832,2026-07-06T17:02:35+00:00,4832,0,7,825.2,0.009671,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,write,openai-inmem-d7200-r5,5,7200,4832,2026-07-06T17:02:37+00:00,0,0,4845,732.7,0.002907,model=gpt-4o-mini
anthropic,anthropic-sonnet-5m,tier,write,anthropic-sonnet-5m-d240-r0,0,240,4832,2026-07-06T17:02:40+00:00,4835,0,7,2287.0,0.018152,model=claude-sonnet-4-5
openai,openai-4o-default,tier,write,openai-4o-default-d240-r0,0,240,4832,2026-07-06T17:02:42+00:00,0,0,4843,1784.7,0.012108,model=gpt-4o
anthropic,anthropic-sonnet-5m,tier,write,anthropic-sonnet-5m-d360-r0,0,360,4832,2026-07-06T17:02:44+00:00,4833,0,7,1979.5,0.018145,model=claude-sonnet-4-5
openai,openai-4o-default,tier,write,openai-4o-default-d360-r0,0,360,4832,2026-07-06T17:02:45+00:00,0,0,4843,1587.2,0.012108,model=gpt-4o
openai,openai-4o-default,tier,write,openai-4o-default-d720-r0,0,720,4832,2026-07-06T17:02:49+00:00,0,0,4844,887.5,0.012110,model=gpt-4o
openai,openai-4o-default,tier,write,openai-4o-default-d240-r1,1,240,4832,2026-07-06T17:02:53+00:00,0,0,4844,801.4,0.012110,model=gpt-4o
anthropic,anthropic-sonnet-5m,tier,write,anthropic-sonnet-5m-d240-r1,1,240,4832,2026-07-06T17:02:53+00:00,4834,0,7,3046.7,0.018149,model=claude-sonnet-4-5
anthropic,anthropic-sonnet-5m,tier,write,anthropic-sonnet-5m-d720-r0,0,720,4832,2026-07-06T17:02:54+00:00,4832,0,7,8637.6,0.018141,model=claude-sonnet-4-5
anthropic,anthropic-5m,ttl,read,anthropic-5m-d360-r2,2,360,4832,2026-07-06T17:02:55+00:00,4832,0,7,937.7,0.006047,d_act=360.4
openai,openai-24h,ttl,read,openai-24h-d360-r2,2,360,4832,2026-07-06T17:02:56+00:00,0,4736,4843,618.7,0.001485,d_act=359.9
openai,openai-4o-default,tier,write,openai-4o-default-d360-r1,1,360,4832,2026-07-06T17:02:57+00:00,0,0,4843,879.2,0.012108,model=gpt-4o
anthropic,anthropic-sonnet-5m,tier,write,anthropic-sonnet-5m-d360-r1,1,360,4832,2026-07-06T17:02:57+00:00,4834,0,7,2893.3,0.018149,model=claude-sonnet-4-5
anthropic,anthropic-1h,ttl,read,anthropic-1h-d360-r2,2,360,4832,2026-07-06T17:02:59+00:00,0,4832,7,718.3,0.000490,d_act=358.5
anthropic,anthropic-sonnet-5m,tier,write,anthropic-sonnet-5m-d720-r1,1,720,4832,2026-07-06T17:03:00+00:00,4833,0,7,1821.2,0.018145,model=claude-sonnet-4-5
anthropic,anthropic-5m,ttl,read,anthropic-5m-d285-r3,3,285,4832,2026-07-06T17:03:00+00:00,0,4834,7,878.8,0.000490,d_act=285.0
openai,openai-inmem,ttl,read,openai-inmem-d360-r2,2,360,4832,2026-07-06T17:03:00+00:00,0,4736,4842,435.3,0.001484,d_act=360.0
openai,openai-4o-default,tier,write,openai-4o-default-d720-r1,1,720,4832,2026-07-06T17:03:00+00:00,0,0,4846,582.1,0.012115,model=gpt-4o
openai,openai-24h,ttl,read,openai-24h-d285-r3,3,285,4832,2026-07-06T17:03:02+00:00,0,4736,4842,720.4,0.001484,d_act=285.1
anthropic,anthropic-1h,ttl,read,anthropic-1h-d285-r3,3,285,4832,2026-07-06T17:03:03+00:00,0,4832,7,643.3,0.000490,d_act=285.0
anthropic,anthropic-sonnet-5m,tier,write,anthropic-sonnet-5m-d240-r2,2,240,4832,2026-07-06T17:03:04+00:00,4832,0,7,2477.2,0.018141,model=claude-sonnet-4-5
openai,openai-4o-default,tier,write,openai-4o-default-d240-r2,2,240,4832,2026-07-06T17:03:04+00:00,0,0,4843,681.2,0.012108,model=gpt-4o
openai,openai-inmem,ttl,read,openai-inmem-d285-r3,3,285,4832,2026-07-06T17:03:05+00:00,0,4736,4844,508.4,0.001486,d_act=284.4
anthropic,anthropic-sonnet-5m,tier,write,anthropic-sonnet-5m-d360-r2,2,360,4832,2026-07-06T17:03:08+00:00,4834,0,7,1851.3,0.018149,model=claude-sonnet-4-5
openai,openai-4o-default,tier,write,openai-4o-default-d360-r2,2,360,4832,2026-07-06T17:03:09+00:00,0,0,4843,722.6,0.012108,model=gpt-4o
anthropic,anthropic-5m,ttl,read,anthropic-5m-d120-r5,5,120,4832,2026-07-06T17:03:10+00:00,0,4835,7,565.1,0.000491,d_act=119.0
anthropic,anthropic-sonnet-5m,tier,write,anthropic-sonnet-5m-d720-r2,2,720,4832,2026-07-06T17:03:12+00:00,4833,0,7,2025.9,0.018145,model=claude-sonnet-4-5
openai,openai-24h,ttl,read,openai-24h-d120-r5,5,120,4832,2026-07-06T17:03:14+00:00,0,4736,4843,2457.4,0.001485,d_act=120.8
anthropic,anthropic-1h,ttl,read,anthropic-1h-d120-r5,5,120,4832,2026-07-06T17:03:15+00:00,0,4832,7,880.5,0.000490,d_act=119.8
openai,openai-inmem,ttl,read,openai-inmem-d120-r5,5,120,4832,2026-07-06T17:03:16+00:00,0,4736,4843,504.5,0.001485,d_act=119.9
anthropic,anthropic-gran,gran,write,anthropic-gran-w,,,4832,2026-07-06T17:03:23+00:00,4833,0,7,922.3,0.006048,model=claude-haiku-4-5-20251001
openai,openai-gran,gran,write,openai-gran-w,,,4832,2026-07-06T17:03:24+00:00,0,0,4844,696.2,0.002906,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,read,anthropic-5m-d480-r1,1,480,4832,2026-07-06T17:03:26+00:00,4834,0,7,664.3,0.006050,d_act=479.8
openai,openai-4o-default,tier,write,openai-4o-default-d720-r2,2,720,4832,2026-07-06T17:03:27+00:00,0,0,4844,962.4,0.012110,model=gpt-4o
openai,openai-24h,ttl,read,openai-24h-d480-r1,1,480,4832,2026-07-06T17:03:30+00:00,0,4736,4844,1923.4,0.001486,d_act=481.4
anthropic,anthropic-1h,ttl,read,anthropic-1h-d480-r1,1,480,4832,2026-07-06T17:03:31+00:00,0,4835,7,784.3,0.000491,d_act=480.0
openai,openai-inmem,ttl,read,openai-inmem-d480-r1,1,480,4832,2026-07-06T17:03:32+00:00,0,4736,4845,450.7,0.001486,d_act=480.0
anthropic,anthropic-5m,ttl,read,anthropic-5m-d315-r3,3,315,4832,2026-07-06T17:03:37+00:00,4834,0,7,538.4,0.006050,d_act=314.8
openai,openai-24h,ttl,read,openai-24h-d315-r3,3,315,4832,2026-07-06T17:03:39+00:00,0,4736,4843,504.5,0.001485,d_act=314.9
anthropic,anthropic-1h,ttl,read,anthropic-1h-d315-r3,3,315,4832,2026-07-06T17:03:42+00:00,0,4832,7,1109.8,0.000490,d_act=315.1
anthropic,anthropic-5m,ttl,read,anthropic-5m-d240-r4,4,240,4832,2026-07-06T17:03:42+00:00,0,4834,7,601.6,0.000490,d_act=240.0
openai,openai-inmem,ttl,read,openai-inmem-d315-r3,3,315,4832,2026-07-06T17:03:43+00:00,0,4736,4843,499.8,0.001485,d_act=314.9
openai,openai-24h,ttl,read,openai-24h-d240-r4,4,240,4832,2026-07-06T17:03:45+00:00,0,4736,4846,1007.5,0.001487,d_act=239.9
anthropic,anthropic-1h,ttl,read,anthropic-1h-d240-r4,4,240,4832,2026-07-06T17:03:47+00:00,0,4832,7,1099.7,0.000490,d_act=240.2
openai,openai-inmem,ttl,read,openai-inmem-d240-r4,4,240,4832,2026-07-06T17:03:49+00:00,0,4736,4843,847.4,0.001485,d_act=240.0
anthropic,anthropic-gran,gran,read,anthropic-gran-25pct-r0,0,30,4832,2026-07-06T17:03:54+00:00,4833,0,7,2202.2,0.006048,d_act=na;div=25pct
openai,openai-gran,gran,read,openai-gran-25pct-r0,0,30,4832,2026-07-06T17:03:55+00:00,0,1024,4844,841.3,0.002599,d_act=na;div=25pct
openai,openai-gran,gran,read,openai-gran-25pct-r1,1,36,4832,2026-07-06T17:04:01+00:00,0,1024,4844,787.2,0.002599,d_act=na;div=25pct
anthropic,anthropic-gran,gran,read,anthropic-gran-25pct-r1,1,36,4832,2026-07-06T17:04:02+00:00,4833,0,7,4387.3,0.006048,d_act=na;div=25pct
anthropic,anthropic-gran,gran,read,anthropic-gran-50pct-r0,0,42,4832,2026-07-06T17:04:05+00:00,4833,0,7,825.2,0.006048,d_act=na;div=50pct
openai,openai-gran,gran,read,openai-gran-50pct-r0,0,42,4832,2026-07-06T17:04:06+00:00,0,2176,4844,667.7,0.002254,d_act=na;div=50pct
anthropic,anthropic-gran,gran,read,anthropic-gran-50pct-r1,1,48,4832,2026-07-06T17:04:10+00:00,4833,0,7,621.4,0.006048,d_act=na;div=50pct
openai,openai-gran,gran,read,openai-gran-50pct-r1,1,48,4832,2026-07-06T17:04:12+00:00,0,2176,4844,601.4,0.002254,d_act=na;div=50pct
anthropic,anthropic-gran,gran,read,anthropic-gran-75pct-r0,0,54,4832,2026-07-06T17:04:16+00:00,4833,0,7,642.5,0.006048,d_act=na;div=75pct
openai,openai-gran,gran,read,openai-gran-75pct-r0,0,54,4832,2026-07-06T17:04:19+00:00,0,3072,4844,729.7,0.001985,d_act=na;div=75pct
anthropic,anthropic-gran,gran,read,anthropic-gran-75pct-r1,1,60,4832,2026-07-06T17:04:23+00:00,4833,0,7,873.0,0.006048,d_act=na;div=75pct
openai,openai-gran,gran,read,openai-gran-75pct-r1,1,60,4832,2026-07-06T17:04:25+00:00,0,3072,4844,1290.6,0.001985,d_act=na;div=75pct
anthropic,anthropic-gran,gran,read,anthropic-gran-95pct-r0,0,66,4832,2026-07-06T17:04:29+00:00,4833,0,7,1037.2,0.006048,d_act=na;div=95pct
openai,openai-gran,gran,read,openai-gran-95pct-r0,0,66,4832,2026-07-06T17:04:31+00:00,0,4224,4844,756.1,0.001639,d_act=na;div=95pct
anthropic,anthropic-5m,ttl,read,anthropic-5m-d360-r3,3,360,4832,2026-07-06T17:04:31+00:00,4834,0,7,1180.1,0.006050,d_act=360.5
openai,openai-24h,ttl,read,openai-24h-d360-r3,3,360,4832,2026-07-06T17:04:32+00:00,0,4736,4843,582.9,0.001485,d_act=360.0
anthropic,anthropic-1h,ttl,read,anthropic-1h-d360-r3,3,360,4832,2026-07-06T17:04:34+00:00,0,4833,7,647.5,0.000490,d_act=359.8
anthropic,anthropic-gran,gran,read,anthropic-gran-95pct-r1,1,72,4832,2026-07-06T17:04:35+00:00,4833,0,7,711.3,0.006048,d_act=na;div=95pct
anthropic,anthropic-5m,ttl,read,anthropic-5m-d285-r4,4,285,4832,2026-07-06T17:04:35+00:00,0,4832,7,563.1,0.000490,d_act=284.8
openai,openai-inmem,ttl,read,openai-inmem-d360-r3,3,360,4832,2026-07-06T17:04:36+00:00,0,4736,4843,538.7,0.001485,d_act=360.0
openai,openai-gran,gran,read,openai-gran-95pct-r1,1,72,4832,2026-07-06T17:04:36+00:00,0,4224,4844,607.1,0.001639,d_act=na;div=95pct
openai,openai-24h,ttl,read,openai-24h-d285-r4,4,285,4832,2026-07-06T17:04:38+00:00,0,4736,4845,1213.8,0.001486,d_act=283.3
anthropic,anthropic-1h,ttl,read,anthropic-1h-d285-r4,4,285,4832,2026-07-06T17:04:39+00:00,0,4833,7,666.2,0.000490,d_act=284.3
anthropic,anthropic-gran,gran,read,anthropic-gran-100pct-r0,0,78,4832,2026-07-06T17:04:41+00:00,0,4833,7,752.6,0.000490,d_act=na;div=100pct
openai,openai-inmem,ttl,read,openai-inmem-d285-r4,4,285,4832,2026-07-06T17:04:41+00:00,0,4736,4843,452.6,0.001485,d_act=284.9
openai,openai-gran,gran,read,openai-gran-100pct-r0,0,78,4832,2026-07-06T17:04:46+00:00,0,4736,4844,3710.8,0.001486,d_act=na;div=100pct
anthropic,anthropic-5m,ttl,read,anthropic-5m-d480-r2,2,480,4832,2026-07-06T17:05:03+00:00,4833,0,7,1062.9,0.006048,d_act=480.4
openai,openai-24h,ttl,read,openai-24h-d480-r2,2,480,4832,2026-07-06T17:05:05+00:00,0,4736,4844,708.7,0.001486,d_act=480.2
anthropic,anthropic-1h,ttl,read,anthropic-1h-d480-r2,2,480,4832,2026-07-06T17:05:06+00:00,0,4833,7,579.6,0.000490,d_act=479.9
anthropic,anthropic-bisect,bisect,write,anthropic-bisect-0,0,,2928,2026-07-06T17:05:06+00:00,0,0,2938,632.1,0.002938,model=claude-haiku-4-5-20251001
openai,openai-inmem,ttl,read,openai-inmem-d480-r2,2,480,4832,2026-07-06T17:05:08+00:00,0,4736,4843,541.4,0.001485,d_act=480.0
openai,openai-bisect,bisect,write,openai-bisect-0,0,,1280,2026-07-06T17:05:13+00:00,0,0,1290,449.6,0.000774,model=gpt-4o-mini
anthropic,anthropic-5m,ttl,read,anthropic-5m-d315-r4,4,315,4832,2026-07-06T17:05:14+00:00,4834,0,7,838.9,0.006050,d_act=315.0
openai,openai-24h,ttl,read,openai-24h-d315-r4,4,315,4832,2026-07-06T17:05:15+00:00,0,4736,4843,635.8,0.001485,d_act=315.1
anthropic,anthropic-1h,ttl,read,anthropic-1h-d315-r4,4,315,4832,2026-07-06T17:05:18+00:00,0,4835,7,935.7,0.000491,d_act=314.9
anthropic,anthropic-5m,ttl,read,anthropic-5m-d240-r5,5,240,4832,2026-07-06T17:05:19+00:00,0,4831,7,815.6,0.000490,d_act=240.1
openai,openai-inmem,ttl,read,openai-inmem-d315-r4,4,315,4832,2026-07-06T17:05:20+00:00,0,4736,4844,726.6,0.001486,d_act=315.1
openai,openai-24h,ttl,read,openai-24h-d240-r5,5,240,4832,2026-07-06T17:05:20+00:00,0,4736,4842,560.8,0.001484,d_act=239.8
anthropic,anthropic-bisect,bisect,read,anthropic-bisect-0,0,15.0,2928,2026-07-06T17:05:22+00:00,0,0,2938,793.0,0.002938,d_act=15.2
anthropic,anthropic-1h,ttl,read,anthropic-1h-d240-r5,5,240,4832,2026-07-06T17:05:23+00:00,0,4832,7,1563.5,0.000490,d_act=240.7
openai,openai-inmem,ttl,read,openai-inmem-d240-r5,5,240,4832,2026-07-06T17:05:24+00:00,0,4736,4845,548.6,0.001486,d_act=240.0
openai,openai-bisect,bisect,read,openai-bisect-0,0,15.0,1280,2026-07-06T17:05:28+00:00,0,1152,1290,366.9,0.000428,d_act=14.9
anthropic,anthropic-bisect,bisect,write,anthropic-bisect-1,1,,3880,2026-07-06T17:05:37+00:00,0,0,3887,759.3,0.003887,model=claude-haiku-4-5-20251001
openai,openai-bisect,bisect,write,openai-bisect-1,1,,896,2026-07-06T17:05:43+00:00,0,0,908,562.6,0.000545,model=gpt-4o-mini
anthropic,anthropic-bisect,bisect,read,anthropic-bisect-1,1,15.0,3880,2026-07-06T17:05:51+00:00,0,0,3887,650.8,0.003887,d_act=14.9
anthropic,anthropic-5m,ttl,read,anthropic-5m-d720-r0,0,720,4832,2026-07-06T17:05:58+00:00,4835,0,7,684.3,0.006051,d_act=719.8
openai,openai-bisect,bisect,read,openai-bisect-1,1,15.0,896,2026-07-06T17:05:59+00:00,0,0,908,716.9,0.000545,d_act=15.2
openai,openai-24h,ttl,read,openai-24h-d720-r0,0,720,4832,2026-07-06T17:06:01+00:00,0,0,4844,819.8,0.002906,d_act=718.5
anthropic,anthropic-1h,ttl,read,anthropic-1h-d720-r0,0,720,4832,2026-07-06T17:06:03+00:00,0,4833,7,810.2,0.000490,d_act=719.6
openai,openai-inmem,ttl,read,openai-inmem-d720-r0,0,720,4832,2026-07-06T17:06:04+00:00,0,0,4844,693.7,0.002906,d_act=719.9
anthropic,anthropic-5m,ttl,read,anthropic-5m-d360-r4,4,360,4832,2026-07-06T17:06:06+00:00,4836,0,7,535.1,0.006052,d_act=359.9
anthropic,anthropic-bisect,bisect,write,anthropic-bisect-2,2,,4356,2026-07-06T17:06:06+00:00,4355,0,7,576.4,0.005451,model=claude-haiku-4-5-20251001
openai,openai-24h,ttl,read,openai-24h-d360-r4,4,360,4832,2026-07-06T17:06:08+00:00,0,4736,4842,502.7,0.001484,d_act=359.9
anthropic,anthropic-5m,ttl,read,anthropic-5m-d285-r5,5,285,4832,2026-07-06T17:06:11+00:00,0,4832,7,608.8,0.000490,d_act=284.9
openai,openai-inmem,ttl,read,openai-inmem-d360-r4,4,360,4832,2026-07-06T17:06:12+00:00,0,4736,4842,536.3,0.001484,d_act=359.8
openai,openai-24h,ttl,read,openai-24h-d285-r5,5,285,4832,2026-07-06T17:06:14+00:00,0,4736,4842,713.2,0.001484,d_act=284.9
openai,openai-bisect,bisect,write,openai-bisect-2,2,,1088,2026-07-06T17:06:14+00:00,0,0,1099,766.2,0.000659,model=gpt-4o-mini
anthropic,anthropic-1h,ttl,read,anthropic-1h-d360-r4,4,360,4832,2026-07-06T17:06:14+00:00,0,4834,7,4247.1,0.000490,d_act=363.4
anthropic,anthropic-1h,ttl,read,anthropic-1h-d285-r5,5,285,4832,2026-07-06T17:06:16+00:00,0,4836,7,1268.9,0.000491,d_act=285.5
anthropic,anthropic-bisect,bisect,read,anthropic-bisect-2,2,15.0,4356,2026-07-06T17:06:21+00:00,0,4355,7,576.2,0.000443,d_act=15.0
openai,openai-inmem,ttl,read,openai-inmem-d285-r5,5,285,4832,2026-07-06T17:06:23+00:00,0,4736,4843,6237.3,0.001485,d_act=290.6
openai,openai-bisect,bisect,read,openai-bisect-2,2,15.0,1088,2026-07-06T17:06:28+00:00,0,1024,1099,673.2,0.000352,d_act=14.9
